Customer_ID,Date,Narration,Cheque Reference Number,Value Date,Withdrawal Amount,Deposit Amount,Closing Balance
CUST_00000001,2025-02-21 11:39:45,UPI-UberIndia-uber.pay@@ibl-HDFC0000060-590125222021,590125222021,2025-02-21,107.41,0.0,5619.43
CUST_00000001,2025-02-25 03:11:35,UPI-OlaCabs-olacabs@@okicici-ICIC0000011-445676883939,445676883939,2025-02-25,347.83,0.0,5271.6
CUST_00000001,2025-02-28 18:17:09,UPI-DividendCredit-zerodha.payout@@okaxis-HDFC0000060-505064607602,505064607602,2025-02-28,0.0,7534.22,12805.82
CUST_00000001,2025-03-04 10:28:44,ATM-WDL-S1AC460369793805-SBI ATM TOWN CENTER,460369793805,2025-03-04,3626.14,0.0,9179.68
CUST_00000001,2025-03-08 01:45:23,UPI-TataPower-tatapower.bill@@ybl-UTIB0001001-418329807518,418329807518,2025-03-08,327.34,0.0,8852.34
CUST_00000001,2025-03-11 17:15:28,UPI-Myntra-myntra.fashion@@okhdfcbank-ICIC0000011-577006883183,577006883183,2025-03-11,1372.13,0.0,7480.21
CUST_00000001,2025-03-15 09:01:19,UPI-DividendCredit-zerodha.payout@@ybl-HDFC0000060-469333105539,469333105539,2025-03-15,0.0,1808.87,9289.08
CUST_00000001,2025-03-19 00:56:51,UPI-Refund-amazon.refunds@@okaxis-PAYTM0123456-548439945851,548439945851,2025-03-19,0.0,6101.06,15390.14
CUST_00000001,2025-03-22 16:21:50,UPI-Zomato-zomato.pay@@ybl-HDFC0000060-500499659927,500499659927,2025-03-22,3573.77,0.0,11816.37
CUST_00000001,2025-03-26 07:24:12,UPI-Swiggy-swiggy.orders@@paytm-ICIC0000011-416130961546,416130961546,2025-03-26,2158.06,0.0,9658.31
CUST_00000001,2025-03-29 23:48:04,UPI-ZerodhaBroking-zerodha.sip@@okicici-HDFC0000060-518886761556,518886761556,2025-03-29,637.11,0.0,9021.2
CUST_00000001,2025-04-02 14:56:03,UPI-AirtelRecharge-airtel.bill@@okaxis-SBIN0001234-543744179714,543744179714,2025-04-02,2450.79,0.0,6570.41
CUST_00000001,2025-04-06 06:52:26,UPI-BESCOM-bescom.utility@@ibl-CNRB0001122-433160247737,433160247737,2025-04-06,2059.36,0.0,4511.05
CUST_00000001,2025-04-09 22:34:28,UPI-Zepto-zepto.pay@@paytm-KKBK0000456-492947223187,492947223187,2025-04-09,1456.69,0.0,3054.36
CUST_00000001,2025-04-13 13:28:47,UPI-Refund-amazon.refunds@@ibl-PAYTM0123456-401948728483,401948728483,2025-04-13,0.0,645.34,3699.7
CUST_00000001,2025-04-17 05:28:10,UPI-DividendCredit-zerodha.payout@@okicici-HDFC0000060-450517242990,450517242990,2025-04-17,0.0,1083.83,4783.53
CUST_00000001,2025-04-20 21:29:25,ACH-CR-SALARY-DEWANLTD-NETSALARY-484290022510,484290022510,2025-04-20,0.0,73584.66,78368.19
CUST_00000001,2025-04-24 12:16:26,UPI-GrowwNextbill-groww.mf@@okicici-ICIC0000011-546722735893,546722735893,2025-04-24,22733.9,0.0,55634.29
CUST_00000001,2025-04-28 04:04:07,UPI-Zepto-zepto.pay@@paytm-KKBK0000456-406393512837,406393512837,2025-04-28,5481.14,0.0,50153.15
CUST_00000001,2025-05-01 19:34:20,UPI-PaytmMoneyLtd-PaytmMoney.MFAUTOPAY.BRK@@okicici-UTIB0001001-464673296154,464673296154,2025-05-01,2486.61,0.0,47666.54
CUST_00000001,2025-05-05 11:43:57,UPI-Zomato-zomato.pay@@ybl-HDFC0000060-549295649477,549295649477,2025-05-05,1257.63,0.0,46408.91
CUST_00000001,2025-05-09 03:07:31,ATM-WDL-S1AC469428691627-SBI ATM TOWN CENTER,469428691627,2025-05-09,12547.08,0.0,33861.83
CUST_00000001,2025-05-12 18:20:27,UPI-OlaCabs-olacabs@@ibl-ICIC0000011-550018541150,550018541150,2025-05-12,80.36,0.0,33781.47
CUST_00000001,2025-05-16 10:30:40,UPI-IRCTC-irctc.e-ticketing@@ibl-SBIN0001234-508712993690,508712993690,2025-05-16,8361.94,0.0,25419.53
CUST_00000001,2025-05-20 01:47:54,UPI-PaytmMoneyLtd-PaytmMoney.MFAUTOPAY.BRK@@okhdfcbank-UTIB0001001-545597733835,545597733835,2025-05-20,6865.3,0.0,18554.23
CUST_00000001,2025-05-23 17:09:20,UPI-DividendCredit-zerodha.payout@@paytm-HDFC0000060-490469302364,490469302364,2025-05-23,0.0,1209.73,19763.96
CUST_00000001,2025-05-27 09:10:10,UPI-DividendCredit-zerodha.payout@@paytm-HDFC0000060-400945826486,400945826486,2025-05-27,0.0,5071.32,24835.28
CUST_00000001,2025-05-31 00:21:37,UPI-Zomato-zomato.pay@@okicici-HDFC0000060-418599048764,418599048764,2025-05-31,2886.32,0.0,21948.96
CUST_00000001,2025-06-03 16:27:40,UPI-DividendCredit-zerodha.payout@@okicici-HDFC0000060-457919414247,457919414247,2025-06-03,0.0,1031.22,22980.18
CUST_00000001,2025-06-07 08:07:22,UPI-Zomato-zomato.pay@@okhdfcbank-HDFC0000060-557071434074,557071434074,2025-06-07,5872.32,0.0,17107.86
CUST_00000001,2025-06-10 23:49:07,UPI-GrowwNextbill-groww.mf@@paytm-ICIC0000011-453287916786,453287916786,2025-06-10,5314.1,0.0,11793.76
CUST_00000001,2025-06-14 14:59:25,UPI-Myntra-myntra.fashion@@okhdfcbank-ICIC0000011-517485813471,517485813471,2025-06-14,506.87,0.0,11286.89
CUST_00000001,2025-06-18 06:09:41,UPI-PaytmMoneyLtd-PaytmMoney.MFAUTOPAY.BRK@@ibl-UTIB0001001-578985737827,578985737827,2025-06-18,3009.0,0.0,8277.89
CUST_00000001,2025-06-21 22:09:29,UPI-Swiggy-swiggy.orders@@paytm-ICIC0000011-493321966763,493321966763,2025-06-21,2237.13,0.0,6040.76
CUST_00000001,2025-06-25 13:30:59,UPI-AmazonPay-amazonpay@@ybl-PAYTM0123456-522562414052,522562414052,2025-06-25,1112.36,0.0,4928.4
CUST_00000001,2025-06-29 05:13:00,UPI-Myntra-myntra.fashion@@paytm-ICIC0000011-466411481877,466411481877,2025-06-29,58.47,0.0,4869.93
CUST_00000001,2025-07-02 20:36:41,UPI-DividendCredit-zerodha.payout@@okicici-HDFC0000060-576310934360,576310934360,2025-07-02,0.0,179.83,5049.76
CUST_00000001,2025-07-06 12:12:22,UPI-Flipkart-flipkart.pay@@ybl-HDFC0000060-468069629861,468069629861,2025-07-06,565.88,0.0,4483.88
CUST_00000001,2025-07-10 04:14:51,UPI-ZerodhaBroking-zerodha.sip@@okhdfcbank-HDFC0000060-443201510096,443201510096,2025-07-10,1425.68,0.0,3058.2
CUST_00000001,2025-07-13 19:36:06,UPI-Myntra-myntra.fashion@@okaxis-ICIC0000011-527926156493,527926156493,2025-07-13,448.11,0.0,2610.09
CUST_00000001,2025-07-17 11:43:52,UPI-AmazonPay-amazonpay@@ibl-PAYTM0123456-582775633204,582775633204,2025-07-17,220.58,0.0,2389.51
CUST_00000001,2025-07-21 02:42:57,UPI-DividendCredit-zerodha.payout@@paytm-HDFC0000060-457108925266,457108925266,2025-07-21,0.0,955.35,3344.86
CUST_00000001,2025-07-24 18:57:03,UPI-Refund-amazon.refunds@@paytm-PAYTM0123456-414231824314,414231824314,2025-07-24,0.0,6737.38,10082.24
CUST_00000001,2025-07-28 10:16:19,UPI-AirtelRecharge-airtel.bill@@paytm-SBIN0001234-445230842363,445230842363,2025-07-28,2240.64,0.0,7841.6
CUST_00000001,2025-08-01 02:16:07,UPI-GrowwNextbill-groww.mf@@okicici-ICIC0000011-417977981334,417977981334,2025-08-01,2208.67,0.0,5632.93
CUST_00000001,2025-08-04 17:52:50,UPI-AirtelRecharge-airtel.bill@@paytm-SBIN0001234-508384375446,508384375446,2025-08-04,1761.31,0.0,3871.62
CUST_00000001,2025-08-08 09:09:31,ACH-CR-SALARY-DEWANLTD-NETSALARY-411143374934,411143374934,2025-08-08,0.0,92417.78,96289.4
CUST_00000001,2025-08-12 00:34:37,UPI-BESCOM-bescom.utility@@okicici-CNRB0001122-561737186194,561737186194,2025-08-12,30200.99,0.0,66088.41
CUST_00000001,2025-08-15 15:59:48,UPI-Blinkit-blinkit.commerce@@ibl-UTIB0001001-581265913016,581265913016,2025-08-15,2558.95,0.0,63529.46
CUST_00000001,2025-08-19 07:36:07,UPI-IRCTC-irctc.e-ticketing@@ibl-SBIN0001234-436059625638,436059625638,2025-08-19,9505.47,0.0,54023.99
CUST_00000001,2025-08-22 23:25:12,UPI-TataPower-tatapower.bill@@okhdfcbank-UTIB0001001-400311570307,400311570307,2025-08-22,16277.12,0.0,37746.87
CUST_00000001,2025-08-26 14:36:49,UPI-Refund-amazon.refunds@@ybl-PAYTM0123456-546343540448,546343540448,2025-08-26,0.0,1887.19,39634.06
CUST_00000001,2025-08-30 06:15:02,UPI-Zomato-zomato.pay@@paytm-HDFC0000060-498497599038,498497599038,2025-08-30,3092.73,0.0,36541.33
CUST_00000001,2025-09-02 22:01:27,UPI-Refund-amazon.refunds@@okicici-PAYTM0123456-520936601784,520936601784,2025-09-02,0.0,1129.77,37671.1
CUST_00000001,2025-09-06 13:59:45,UPI-GrowwNextbill-groww.mf@@okicici-ICIC0000011-579560126993,579560126993,2025-09-06,4271.55,0.0,33399.55
CUST_00000001,2025-09-10 05:49:46,UPI-PaytmMoneyLtd-PaytmMoney.MFAUTOPAY.BRK@@ibl-UTIB0001001-483986377302,483986377302,2025-09-10,8222.64,0.0,25176.91
CUST_00000001,2025-09-13 20:48:03,UPI-BigBasket-bigbasket@@okaxis-SBIN0001234-441030783127,441030783127,2025-09-13,8563.69,0.0,16613.22
CUST_00000001,2025-09-17 12:20:22,UPI-IRCTC-irctc.e-ticketing@@ybl-SBIN0001234-493276434087,493276434087,2025-09-17,1475.24,0.0,15137.98
CUST_00000001,2025-09-21 04:16:30,UPI-GrowwNextbill-groww.mf@@paytm-ICIC0000011-470817705056,470817705056,2025-09-21,1604.63,0.0,13533.35
CUST_00000001,2025-09-24 19:46:54,UPI-ZerodhaBroking-zerodha.sip@@paytm-HDFC0000060-476576466972,476576466972,2025-09-24,189.17,0.0,13344.18
CUST_00000001,2025-09-28 11:46:38,UPI-Zomato-zomato.pay@@okaxis-HDFC0000060-572360557984,572360557984,2025-09-28,2355.2,0.0,10988.98
CUST_00000001,2025-10-02 03:07:39,UPI-DividendCredit-zerodha.payout@@okicici-HDFC0000060-518994935612,518994935612,2025-10-02,0.0,916.56,11905.54
CUST_00000001,2025-10-05 18:13:38,UPI-AirtelRecharge-airtel.bill@@ybl-SBIN0001234-592771474096,592771474096,2025-10-05,1009.65,0.0,10895.89
CUST_00000001,2025-10-09 10:38:58,UPI-DividendCredit-zerodha.payout@@okicici-HDFC0000060-560499560536,560499560536,2025-10-09,0.0,1780.68,12676.57
CUST_00000001,2025-10-13 01:47:20,UPI-Blinkit-blinkit.commerce@@okaxis-UTIB0001001-409137308930,409137308930,2025-10-13,1085.32,0.0,11591.25
CUST_00000001,2025-10-16 17:18:25,UPI-UberIndia-uber.pay@@ybl-HDFC0000060-585585865580,585585865580,2025-10-16,3093.42,0.0,8497.83
CUST_00000001,2025-10-20 08:54:08,UPI-TataPower-tatapower.bill@@okhdfcbank-UTIB0001001-553674429116,553674429116,2025-10-20,2169.97,0.0,6327.86
CUST_00000001,2025-10-24 00:16:33,UPI-IRCTC-irctc.e-ticketing@@ybl-SBIN0001234-406065758319,406065758319,2025-10-24,1405.92,0.0,4921.94
CUST_00000001,2025-10-27 16:35:24,ATM-WDL-NFS-515666973481-MAIN BRANCH,515666973481,2025-10-27,929.93,0.0,3992.01
CUST_00000001,2025-10-31 07:36:12,UPI-DividendCredit-zerodha.payout@@okhdfcbank-HDFC0000060-428781770660,428781770660,2025-10-31,0.0,4609.11,8601.12
CUST_00000001,2025-11-03 23:52:36,ATM-WDL-S1AC462151140389-SBI ATM TOWN CENTER,462151140389,2025-11-03,573.7,0.0,8027.42
CUST_00000001,2025-11-07 14:53:52,UPI-DividendCredit-zerodha.payout@@paytm-HDFC0000060-461107057338,461107057338,2025-11-07,0.0,2334.45,10361.87
CUST_00000001,2025-11-11 06:33:12,ATM-WDL-S1AC474424318380-SBI ATM TOWN CENTER,474424318380,2025-11-11,74.91,0.0,10286.96
CUST_00000001,2025-11-14 22:05:58,UPI-IRCTC-irctc.e-ticketing@@okhdfcbank-SBIN0001234-540194096565,540194096565,2025-11-14,827.09,0.0,9459.87
CUST_00000001,2025-11-18 13:19:53,UPI-BESCOM-bescom.utility@@ybl-CNRB0001122-472887315618,472887315618,2025-11-18,589.7,0.0,8870.17
CUST_00000001,2025-11-22 04:56:36,UPI-BigBasket-bigbasket@@okhdfcbank-SBIN0001234-563674342652,563674342652,2025-11-22,1209.84,0.0,7660.33
CUST_00000001,2025-11-25 21:23:41,ACH-CR-SALARY-DEWANLTD-NETSALARY-517311350815,517311350815,2025-11-25,0.0,142091.25,149751.58
CUST_00000001,2025-11-29 12:32:17,UPI-Refund-amazon.refunds@@ybl-PAYTM0123456-558482166057,558482166057,2025-11-29,0.0,1142.83,150894.41
CUST_00000001,2025-12-03 03:45:01,UPI-DividendCredit-zerodha.payout@@paytm-HDFC0000060-519008326608,519008326608,2025-12-03,0.0,6565.48,157459.89
CUST_00000001,2025-12-06 19:42:51,UPI-BigBasket-bigbasket@@ibl-SBIN0001234-419032277411,419032277411,2025-12-06,14226.54,0.0,143233.35
CUST_00000001,2025-12-10 11:15:25,UPI-BESCOM-bescom.utility@@okaxis-CNRB0001122-598103757270,598103757270,2025-12-10,40971.46,0.0,102261.89
CUST_00000001,2025-12-14 03:15:31,UPI-IRCTC-irctc.e-ticketing@@okhdfcbank-SBIN0001234-487653380117,487653380117,2025-12-14,18964.13,0.0,83297.76
CUST_00000001,2025-12-17 18:43:50,POS-NETC FASTag Recharge-452086304502,452086304502,2025-12-17,2727.94,0.0,80569.82
CUST_00000001,2025-12-21 10:28:14,UPI-Zepto-zepto.pay@@okicici-KKBK0000456-568251166276,568251166276,2025-12-21,25392.78,0.0,55177.04
CUST_00000001,2025-12-25 01:55:24,UPI-Blinkit-blinkit.commerce@@okaxis-UTIB0001001-403580822352,403580822352,2025-12-25,6557.25,0.0,48619.79
CUST_00000001,2025-12-28 17:23:20,UPI-IRCTC-irctc.e-ticketing@@okicici-SBIN0001234-562288598427,562288598427,2025-12-28,12357.65,0.0,36262.14
CUST_00000002,2025-01-01 09:00:09,UPI-BESCOM-bescom.utility@@ybl-CNRB0001122-586582655593,586582655593,2025-01-01,19490.01,0.0,43278.3
CUST_00000002,2025-01-05 03:42:44,UPI-BigBasket-bigbasket@@paytm-SBIN0001234-581117445413,581117445413,2025-01-05,9730.48,0.0,33547.82
CUST_00000002,2025-01-08 21:52:25,UPI-DividendCredit-zerodha.payout@@okaxis-HDFC0000060-570222184823,570222184823,2025-01-08,0.0,540.74,34088.56
CUST_00000002,2025-01-12 16:21:31,UPI-Swiggy-swiggy.orders@@okaxis-ICIC0000011-585692346671,585692346671,2025-01-12,7241.21,0.0,26847.35
CUST_00000002,2025-01-16 09:54:15,UPI-Refund-amazon.refunds@@ybl-PAYTM0123456-408694840847,408694840847,2025-01-16,0.0,367.49,27214.84
CUST_00000002,2025-01-20 04:44:28,UPI-OlaCabs-olacabs@@okhdfcbank-ICIC0000011-524866846448,524866846448,2025-01-20,63.14,0.0,27151.7
CUST_00000002,2025-01-23 23:10:20,UPI-Refund-amazon.refunds@@okhdfcbank-PAYTM0123456-506070033831,506070033831,2025-01-23,0.0,2089.24,29240.94
CUST_00000002,2025-01-27 16:56:30,UPI-PaytmMoneyLtd-PaytmMoney.MFAUTOPAY.BRK@@ibl-UTIB0001001-576727473220,576727473220,2025-01-27,6677.61,0.0,22563.33
CUST_00000002,2025-01-31 11:51:32,ATM-WDL-S1AC461955531155-SBI ATM TOWN CENTER,461955531155,2025-01-31,5628.51,0.0,16934.82
CUST_00000002,2025-02-04 05:20:22,UPI-AmazonPay-amazonpay@@paytm-PAYTM0123456-466818549113,466818549113,2025-02-04,1938.82,0.0,14996.0
CUST_00000002,2025-02-08 00:30:12,UPI-TataPower-tatapower.bill@@okicici-UTIB0001001-582384253950,582384253950,2025-02-08,3414.92,0.0,11581.08
CUST_00000002,2025-02-11 18:15:42,ATM-WDL-S1AC524087729489-SBI ATM TOWN CENTER,524087729489,2025-02-11,2670.69,0.0,8910.39
CUST_00000002,2025-02-15 13:09:18,UPI-Zomato-zomato.pay@@okhdfcbank-HDFC0000060-554218766777,554218766777,2025-02-15,305.73,0.0,8604.66
CUST_00000002,2025-02-19 07:01:52,UPI-Myntra-myntra.fashion@@okicici-ICIC0000011-475753179055,475753179055,2025-02-19,809.71,0.0,7794.95
CUST_00000002,2025-02-23 01:06:01,UPI-IRCTC-irctc.e-ticketing@@paytm-SBIN0001234-521438471343,521438471343,2025-02-23,2655.0,0.0,5139.95
CUST_00000002,2025-02-26 19:24:15,UPI-AirtelRecharge-airtel.bill@@okaxis-SBIN0001234-491361320729,491361320729,2025-02-26,1606.4,0.0,3533.55
CUST_00000002,2025-03-02 13:36:14,UPI-OlaCabs-olacabs@@okhdfcbank-ICIC0000011-460777354902,460777354902,2025-03-02,986.05,0.0,2547.5
CUST_00000002,2025-03-06 08:33:34,UPI-Flipkart-flipkart.pay@@okhdfcbank-HDFC0000060-418098789804,418098789804,2025-03-06,520.73,0.0,2026.77
CUST_00000002,2025-03-10 02:40:56,UPI-Zomato-zomato.pay@@paytm-HDFC0000060-513670279354,513670279354,2025-03-10,150.57,0.0,1876.2
CUST_00000002,2025-03-13 20:49:02,UPI-Flipkart-flipkart.pay@@okicici-HDFC0000060-407282215790,407282215790,2025-03-13,195.16,0.0,1681.04
CUST_00000002,2025-03-17 14:41:24,UPI-Refund-amazon.refunds@@okaxis-PAYTM0123456-498538325104,498538325104,2025-03-17,0.0,2692.42,4373.46
CUST_00000002,2025-03-21 09:57:48,UPI-DividendCredit-zerodha.payout@@okicici-HDFC0000060-515258577011,515258577011,2025-03-21,0.0,7152.71,11526.17
CUST_00000002,2025-03-25 03:51:25,UPI-AmazonPay-amazonpay@@okhdfcbank-PAYTM0123456-473956852799,473956852799,2025-03-25,3691.99,0.0,7834.18
CUST_00000002,2025-03-28 22:03:11,ATM-WDL-S1AC581832291822-SBI ATM TOWN CENTER,581832291822,2025-03-28,57.15,0.0,7777.03
CUST_00000002,2025-04-01 16:44:38,UPI-Myntra-myntra.fashion@@paytm-ICIC0000011-548701461369,548701461369,2025-04-01,1174.08,0.0,6602.95
CUST_00000002,2025-04-05 10:52:16,ACH-DR-ICICIBANK-HOMEEMI-LOAN_00000002-576454210721,576454210721,2025-04-05,3192.32,0.0,3410.63
CUST_00000002,2025-04-09 05:31:28,UPI-Zepto-zepto.pay@@paytm-KKBK0000456-449227619997,449227619997,2025-04-09,1150.84,0.0,2259.79
CUST_00000002,2025-04-12 23:13:11,UPI-Zepto-zepto.pay@@okaxis-KKBK0000456-525463125596,525463125596,2025-04-12,243.47,0.0,2016.32
CUST_00000002,2025-04-16 17:28:23,ATM-WDL-NFS-515242237298-MAIN BRANCH,515242237298,2025-04-16,602.89,0.0,1413.43
CUST_00000002,2025-04-20 12:00:03,UPI-Swiggy-swiggy.orders@@okaxis-ICIC0000011-415201689086,415201689086,2025-04-20,96.31,0.0,1317.12
CUST_00000002,2025-04-24 06:39:49,ACH-CR-SALARY-KAULPLC-NETSALARY-580205169491,580205169491,2025-04-24,0.0,94600.16,95917.28
CUST_00000002,2025-04-28 00:21:55,UPI-Swiggy-swiggy.orders@@ybl-ICIC0000011-567591256054,567591256054,2025-04-28,23371.01,0.0,72546.27
CUST_00000002,2025-05-01 18:55:55,UPI-Zomato-zomato.pay@@okicici-HDFC0000060-432940074929,432940074929,2025-05-01,2480.97,0.0,70065.3
CUST_00000002,2025-05-05 13:29:54,UPI-TataPower-tatapower.bill@@okicici-UTIB0001001-444534065671,444534065671,2025-05-05,24279.1,0.0,45786.2
CUST_00000002,2025-05-09 07:49:44,UPI-DividendCredit-zerodha.payout@@okaxis-HDFC0000060-446468544704,446468544704,2025-05-09,0.0,1926.24,47712.44
CUST_00000002,2025-05-13 01:58:45,UPI-Flipkart-flipkart.pay@@ibl-HDFC0000060-555958668827,555958668827,2025-05-13,12374.25,0.0,35338.19
CUST_00000002,2025-05-16 20:26:36,UPI-OlaCabs-olacabs@@okicici-ICIC0000011-418031689097,418031689097,2025-05-16,8693.04,0.0,26645.15
CUST_00000002,2025-05-20 14:03:18,ATM-WDL-NFS-566147627444-MAIN BRANCH,566147627444,2025-05-20,2748.58,0.0,23896.57
CUST_00000002,2025-05-24 08:38:36,UPI-Blinkit-blinkit.commerce@@ibl-UTIB0001001-518252240408,518252240408,2025-05-24,6778.47,0.0,17118.1
CUST_00000002,2025-05-28 03:07:59,ATM-WDL-S1AC492975490316-SBI ATM TOWN CENTER,492975490316,2025-05-28,5472.83,0.0,11645.27
CUST_00000002,2025-05-31 21:48:08,UPI-BigBasket-bigbasket@@okhdfcbank-SBIN0001234-427875204077,427875204077,2025-05-31,2051.58,0.0,9593.69
CUST_00000002,2025-06-04 16:07:07,UPI-AmazonPay-amazonpay@@ybl-PAYTM0123456-595248093781,595248093781,2025-06-04,2187.69,0.0,7406.0
CUST_00000002,2025-06-08 10:19:11,ATM-WDL-S1AC475808137369-SBI ATM TOWN CENTER,475808137369,2025-06-08,2065.84,0.0,5340.16
CUST_00000002,2025-06-12 04:19:23,UPI-Blinkit-blinkit.commerce@@okaxis-UTIB0001001-562053523619,562053523619,2025-06-12,641.66,0.0,4698.5
CUST_00000002,2025-06-15 23:02:54,UPI-AmazonPay-amazonpay@@okaxis-PAYTM0123456-425489006908,425489006908,2025-06-15,168.14,0.0,4530.36
CUST_00000002,2025-06-19 17:15:58,POS-NETC FASTag Recharge-556614730325,556614730325,2025-06-19,71.45,0.0,4458.91
CUST_00000002,2025-06-23 11:06:15,UPI-Zomato-zomato.pay@@okaxis-HDFC0000060-533267251713,533267251713,2025-06-23,853.72,0.0,3605.19
CUST_00000002,2025-06-27 05:16:19,UPI-TataPower-tatapower.bill@@okaxis-UTIB0001001-491303928379,491303928379,2025-06-27,751.66,0.0,2853.53
CUST_00000002,2025-06-30 23:39:15,UPI-DividendCredit-zerodha.payout@@okicici-HDFC0000060-402387104291,402387104291,2025-06-30,0.0,195.16,3048.69
CUST_00000002,2025-07-04 17:44:47,UPI-Myntra-myntra.fashion@@okhdfcbank-ICIC0000011-598605111952,598605111952,2025-07-04,393.94,0.0,2654.75
CUST_00000002,2025-07-08 12:49:15,UPI-SBI-Loans-sbiloan.emi@@ibl-SBIN0001234-531815163423,531815163423,2025-07-08,2123.8000000000097,0.0,530.95
CUST_00000002,2025-07-12 06:46:38,UPI-Refund-amazon.refunds@@paytm-PAYTM0123456-407700588051,407700588051,2025-07-12,0.0,1946.63,2477.58
CUST_00000002,2025-07-16 00:49:43,UPI-BigBasket-bigbasket@@ybl-SBIN0001234-590715450630,590715450630,2025-07-16,198.91,0.0,2278.67
CUST_00000002,2025-07-19 19:32:51,UPI-BESCOM-bescom.utility@@okicici-CNRB0001122-530433949655,530433949655,2025-07-19,81.79,0.0,2196.88
CUST_00000002,2025-07-23 13:40:44,UPI-Refund-amazon.refunds@@okaxis-PAYTM0123456-492558213709,492558213709,2025-07-23,0.0,1994.77,4191.65
CUST_00000002,2025-07-27 07:48:44,UPI-GrowwNextbill-groww.mf@@ybl-ICIC0000011-470036412455,470036412455,2025-07-27,940.6,0.0,3251.05
CUST_00000002,2025-07-31 02:01:56,UPI-TataPower-tatapower.bill@@ibl-UTIB0001001-431420039174,431420039174,2025-07-31,1110.75,0.0,2140.3
CUST_00000002,2025-08-03 20:19:59,UPI-Flipkart-flipkart.pay@@ibl-HDFC0000060-456657237064,456657237064,2025-08-03,252.08,0.0,1888.22
CUST_00000002,2025-08-07 15:15:21,UPI-Blinkit-blinkit.commerce@@okicici-UTIB0001001-544998988812,544998988812,2025-08-07,189.92,0.0,1698.3
CUST_00000002,2025-08-11 09:41:17,UPI-Blinkit-blinkit.commerce@@ybl-UTIB0001001-478143139993,478143139993,2025-08-11,60.46,0.0,1637.84
CUST_00000002,2025-08-15 03:23:38,ACH-CR-SALARY-KAULPLC-NETSALARY-593334295077,593334295077,2025-08-15,0.0,28168.84,29806.68
CUST_00000002,2025-08-18 21:40:16,UPI-OlaCabs-olacabs@@okaxis-ICIC0000011-550558042822,550558042822,2025-08-18,8723.69,0.0,21082.99
CUST_00000002,2025-08-22 16:23:38,UPI-BESCOM-bescom.utility@@paytm-CNRB0001122-427878111728,427878111728,2025-08-22,3026.55,0.0,18056.44
CUST_00000002,2025-08-26 10:30:41,UPI-DividendCredit-zerodha.payout@@okaxis-HDFC0000060-522315146154,522315146154,2025-08-26,0.0,525.3,18581.74
CUST_00000002,2025-08-30 04:20:42,ATM-WDL-NFS-532550090828-MAIN BRANCH,532550090828,2025-08-30,3578.72,0.0,15003.02
CUST_00000002,2025-09-02 23:03:06,UPI-UberIndia-uber.pay@@okicici-HDFC0000060-419291904593,419291904593,2025-09-02,3471.83,0.0,11531.19
CUST_00000002,2025-09-06 17:04:39,UPI-GrowwNextbill-groww.mf@@ybl-ICIC0000011-422779800094,422779800094,2025-09-06,3854.43,0.0,7676.76
