Customer_ID,Device_Age_Years,OS,Rooted,SIM_Age_Years,Phone_Vintage_Years,Device_Fingerprint
CUST_00000131,2.4,Android 14,False,7.5,4.0,affec2110ef9860e9824f3ddea20a514
CUST_00000132,0.9,Android 14,False,6.5,2.3,2ca8e32cd2d06791fee3eb94ae4b5f8a
CUST_00000133,4.2,Android 13,False,2.4,6.9,fd399ec8109b04ae7e69cef16f88db41
CUST_00000134,0.4,Android 14,False,1.9,2.1,044e5370e5c310b58adca27c428882e4
CUST_00000135,0.6,Android 14,False,5.3,6.3,e4933b800232ee7daf55f8fe9d98183a
CUST_00000136,0.5,iOS 16,False,9.7,1.2,e71f6428b070adcd22f476edcbfe2317
CUST_00000137,0.5,Android 11,False,6.7,2.2,a2d238325b5641c34b70d86d86571aa1
CUST_00000138,1.2,Android 13,False,7.7,4.2,283c409d1ff6a02564e472709ac028f3
CUST_00000139,1.7,Android 14,False,2.5,3.3,6b09ea2a4107563e178d259bd723342f
CUST_00000140,1.4,Android 13,False,1.6,2.4,0ae5df8a240742bd126644a0eccf82cb
CUST_00000141,0.3,Android 13,False,1.4,0.8,1cbe0be085b583cc454380e084f8adbd
CUST_00000142,2.1,iOS 16,False,2.6,2.6,796bc3e0ab7b133da8e20a42a43237b4
CUST_00000143,2.1,Android 12,False,4.2,4.4,8c642ee9faf61484161d54b8e6a4bfdd
CUST_00000144,5.7,iOS 17,False,1.3,5.9,f109696d3f57c37f3513e6e0c86b0f97
CUST_00000145,0.2,iOS 17,False,7.4,1.7,1da12d7b66c3485c5900ea5a949656d0
CUST_00000146,1.1,Android 11,False,2.1,1.4,c344f3ea60c4f1ae55ca6cffb55cec3f
CUST_00000147,3.9,Android 14,False,5.3,5.8,bc53e556543f09e4822291ebf9273dfa
CUST_00000148,2.5,Android 11,False,4.4,3.1,8ebeb70387cc5048de516a7c4882db46
CUST_00000149,1.9,Android 13,False,5.1,2.5,71190f6fa8946c833f3cacf96a0443bc
CUST_00000150,1.7,Android 10,False,9.1,3.0,8b7f735cf0b447ab0fe507c9511e8721
CUST_00000151,4.2,Android 14,False,3.4,6.6,06f91628f03818a593da34a9363171d8
CUST_00000152,2.4,Android 12,False,8.9,4.5,5005636084de5fd715a0e79a615d9eba
CUST_00000153,0.7,Android 14,True,7.5,2.5,fc836d30471dd21b9431b54b8cae7452
CUST_00000154,4.8,Android 13,False,3.5,5.5,8aa8a54b81115e0c5e3abc3f65e726a0
CUST_00000155,0.9,Android 14,False,4.0,6.0,de524fa470828211a3f035c645929cc5
CUST_00000156,1.5,Android 14,False,7.2,2.0,47457449ab5fba41e3b87442bbe7d4e6
CUST_00000157,1.1,Android 12,False,3.5,4.0,b99fe7dab1227dbf60053ed84a2434ff
CUST_00000158,1.8,iOS 17,False,4.7,4.3,cfc4e11dd64847b941f55eec7f3e5707
CUST_00000159,2.2,Android 14,True,6.2,4.3,aa078b0c2650b010f1b3f62f3c14d259
CUST_00000160,3.8,Android 11,False,7.0,6.6,518e459ae529032223ecfc36d31897f1
CUST_00000161,0.9,Android 12,False,6.1,1.5,2fda2ae38f3e3b9406b22408c866442f
CUST_00000162,6.1,Android 12,False,4.6,6.6,3e715058cb9c7e252223c7ce69cdc90e
CUST_00000163,0.8,iOS 16,False,9.2,6.0,3f58659854bab8adf5e9e51dc67d0664
CUST_00000164,1.8,Android 13,False,0.6,4.3,753661bbd6fdd7587985c9c0d8729752
CUST_00000165,0.2,Android 11,False,4.0,0.5,fe85a393997fb19093cf868fbad12ae9
CUST_00000166,1.0,iOS 17,False,7.4,2.8,e620ff4b166d9c838df72474ec43342f
CUST_00000167,0.6,Android 14,False,1.8,3.4,ee29600c1a2d7a5000c2ebbfa2ead6f3
CUST_00000168,2.4,Android 13,False,5.8,6.4,8faf33915110b95ded7640ead8c3b85b
CUST_00000169,0.9,Android 14,False,9.6,4.8,1197fa13026d405ccec428dbaa26866c
CUST_00000170,1.1,Android 13,False,5.1,1.1,dff9694cfba4bfa3ef6460ef6517a570
CUST_00000171,1.2,Android 14,False,9.0,5.4,7603184d97653b8b7da119509f1c7b2d
CUST_00000172,0.4,Android 14,False,5.7,0.7,b6e76bd38bc3d45e26de96afc1e2790b
CUST_00000173,1.8,Android 12,False,4.5,3.4,73fe5948e82f80e4b859ea600a967e6f
CUST_00000174,0.4,Android 13,False,8.6,1.5,65d79983fc4fea57d93e1f38cd397a8a
CUST_00000175,1.5,Android 13,True,4.1,2.3,30290102e808b169dd2b63f0fe1001f1
CUST_00000176,3.5,Android 14,False,0.4,5.2,bc29df8d3cfa92ca38ec5834c77d6cb7
CUST_00000177,0.2,Android 14,False,1.1,4.9,d17619ededfb889e0aef3d0fabc5a2d2
CUST_00000178,1.2,Android 14,False,1.1,4.7,0079738eee41fe8f6a3370027d6755d2
CUST_00000179,5.1,Android 12,False,4.0,6.1,8f9389585795d22bbeb83fff6e99dca9
CUST_00000180,2.2,Android 14,False,0.2,2.4,7d53e8a9e27024f818174f2d9b781deb
CUST_00000181,0.2,Android 14,False,5.9,0.7,93016c17e2ff19a4f0e249a212c97fd2
CUST_00000182,2.0,Android 10,False,2.7,5.8,6aef606721da4aec05a3773149637b8f
CUST_00000183,1.4,Android 13,False,4.2,2.2,fba398588b351653b810e005c76db911
CUST_00000184,2.3,Android 13,False,7.7,2.4,37ca11e4ab8afd940d8aa210f2f77aa5
CUST_00000185,3.3,Android 11,False,8.0,3.7,12ffafe86dc713be1437b9dad16dd141
CUST_00000186,1.2,Android 14,False,6.4,2.2,26673adb39f7a9f5ff108f0e30d5cc15
CUST_00000187,5.8,Android 14,False,5.3,5.9,1e72868a6c4250ccbb9371cee1d88811
CUST_00000188,0.6,Android 14,False,1.3,0.6,9c780c24d98d8f164fa385bad74dfc10
CUST_00000189,2.7,Android 14,False,8.3,4.1,0aa3071dc56c036722666c7ccdf04035
CUST_00000190,1.3,Android 14,False,8.8,1.4,3db014e9a0d4d7d6af9afc71fac5be81
CUST_00000191,0.9,Android 13,False,9.2,4.8,d6d9408bc8a384510b2d2743fc4d2242
CUST_00000192,0.3,Android 13,False,1.7,3.9,321f54a2588224194881adafc5eb94e8
CUST_00000193,1.2,Android 14,False,4.0,4.4,a9e98b0ae0d289236775839b815a9d08
CUST_00000194,1.6,Android 13,False,5.7,5.2,a8a3c226bd0fc13cb99706442488eaf6
CUST_00000195,4.9,Android 12,True,2.2,6.6,516d1ab3e182a5065bd6e4f4f01d941f
CUST_00000196,0.3,Android 14,False,5.0,4.4,c4f096af522c6e56a080c205df6dcaff
CUST_00000197,0.7,Android 14,False,0.8,5.5,75685e2fd4c726cbba74601e6856f2ae
CUST_00000198,2.2,Android 13,False,2.5,5.0,38445fb80c1e9939d235f907403c7cbd
CUST_00000199,1.4,Android 12,False,5.9,5.0,8bacea6af31d9eeeea11cd905a27aef6
CUST_00000200,1.0,Android 14,False,9.5,6.5,fba54a122f225dcec97976a58307e8b6
CUST_00000201,3.5,Android 14,False,7.3,4.0,9b56958287cb5476340cce90870b0df7
CUST_00000202,4.3,Android 12,False,2.6,5.0,96a1273a98ee4a31cb0d6c67f0f13e13
CUST_00000203,6.5,Android 14,False,0.5,6.9,3bd713e7384c3f2fe01516ac0a8c0ead
CUST_00000204,1.0,iOS 17,True,9.2,1.7,82102b6d83f00a6037abb9620e559ceb
CUST_00000205,2.2,Android 12,False,9.7,2.4,3d42a1ced3835c38af7ee4ecd561f118
CUST_00000206,5.2,Android 13,False,3.3,6.1,53448b0717bc2443742384bc53eb6985
CUST_00000207,1.1,Android 14,False,1.3,4.4,109d524e0969b74e19eb70b43cb1291d
CUST_00000208,2.0,Android 12,False,0.7,2.7,4ca9271b8fd3e4b64754fedf90d96eac
CUST_00000209,1.9,Android 13,False,6.3,5.6,1f5042aa67a3619b7021937dc95a4c08
CUST_00000210,0.1,Android 13,True,8.7,2.0,23b6e8fe64138a4637cea621128be8ba
CUST_00000211,3.7,Android 11,False,8.0,3.9,0098be7cc294434b904f98391e71cb99
CUST_00000212,2.3,Android 13,False,4.9,5.5,1852b490b7f515f865f6c0d955f9a529
CUST_00000213,5.3,Android 11,False,4.2,6.9,7baa55a5b26482e38429624b132dec9c
CUST_00000214,0.3,Android 12,False,3.6,2.1,ad7f0b0d068b291e15aecdc6f81c285e
CUST_00000215,0.2,Android 14,False,0.3,2.0,ea60e9293b671163ea95e11689830a18
CUST_00000216,2.1,Android 13,False,2.3,3.0,64702c4ac99a6cd8c67d027ae60e4d07
CUST_00000217,0.5,Android 12,False,8.8,1.1,226a95479a8dab71b65bf44c657053b2
CUST_00000218,0.8,Android 13,False,9.9,4.5,4da93707998f624fff5641055569cb5b
CUST_00000219,2.9,iOS 17,False,5.2,4.7,3308af8b9880c0352bb5f6586133e035
CUST_00000220,0.4,Android 14,False,7.8,1.9,b72fc1aa4bd8b6f5bb4874e30fc11b9b
CUST_00000221,6.0,Android 14,False,9.3,6.8,b87d0dc9fe912631b1afb53ca11d69df
CUST_00000222,2.4,Android 14,False,7.0,3.1,79efc5b881e2b6221123e341227b3a47
CUST_00000223,0.5,Android 11,False,5.4,2.0,98dc774d7503b735eb5eb391d83fd2b4
CUST_00000224,1.0,Android 13,False,2.7,1.1,7e98db545c951b618ea7b861e852c1b0
CUST_00000225,5.8,Android 10,False,8.1,6.7,6afdd7a3fd851deee5085e221a2c45c5
CUST_00000226,0.5,Android 13,False,3.8,1.1,5f401d4b6a126208c0cf8b64b570fdbd
CUST_00000227,0.4,Android 12,False,2.3,3.7,2320cc71605d5119dc4a1192f8b609d9
CUST_00000228,3.0,Android 14,False,4.9,6.0,2c125eda15200030a9c17038fa1a84e8
CUST_00000229,1.9,Android 11,False,5.7,2.8,5896c2d3d2fce4fe5ac9b30245181d5b
CUST_00000230,3.8,Android 11,False,8.5,5.7,b765004c6a2897a4c9f250420b45aede
CUST_00000231,4.1,Android 12,False,6.8,5.9,f78eeac7790f268b053c9577503eddd4
CUST_00000232,1.3,Android 12,True,8.7,1.5,16f9162b7cb5bc3edb73098d6cc0c5cb
CUST_00000233,0.5,Android 11,False,7.5,1.3,3fff68ad395f22d5beeb69168076b8a0
CUST_00000234,3.0,Android 11,False,0.2,5.9,def8e0e942b1e6942e927caaba32f5ca
CUST_00000235,4.4,Android 13,False,2.7,6.9,3de918b95ec13c1a2e41d3ea79277e78
CUST_00000236,0.7,Android 13,False,7.6,5.6,f7c75a2bbbfa7dcbdf811838dc4f4506
CUST_00000237,1.7,iOS 16,False,9.3,2.7,77462011727812511dd1579c28845ba8
CUST_00000238,0.4,iOS 17,False,3.1,5.0,57337d4518b65ce779f7c44fc35b19a6
CUST_00000239,1.6,Android 14,False,6.2,4.3,d1d05bc2a86aa3572ab639db2f754b81
CUST_00000240,6.6,Android 11,False,7.5,6.8,1543a423b07d80d96645f2f5b576dda3
CUST_00000241,0.1,Android 12,False,3.3,0.7,793e3c4acefb7658d2a974a7f4d082c8
CUST_00000242,2.2,Android 12,False,2.8,4.9,99333e3df532a574cf388ac9f7697773
CUST_00000243,0.6,Android 13,False,8.0,3.4,d41d59c9ee1886ec1149822b050b25cf
CUST_00000244,0.7,Android 14,False,6.6,1.0,bc4d5e83db514e7f8f0ddd425e7a649f
CUST_00000245,0.7,iOS 17,False,9.4,1.5,9773a5e3478373080316b84678c99f47
CUST_00000246,0.9,Android 13,False,9.8,3.1,50c89925c4ba58695ca0363bf330efab
CUST_00000247,0.5,Android 10,False,0.4,2.0,221da759accad6d7159148052af28c73
CUST_00000248,2.9,Android 13,False,9.7,6.1,4fe78f8649029036953d96af15b889de
CUST_00000249,4.3,Android 11,False,8.5,5.5,267519b5848beb136c2e33d91e07abf9
CUST_00000250,0.1,Android 13,False,9.2,1.4,543009e1d6fc0feb953f636eef5cf588
CUST_00000251,0.5,Android 12,False,1.3,3.6,475bf00e616d1f434f454d7c3d40197d
CUST_00000252,0.9,Android 13,False,0.7,1.8,97a8e1d5660b52cd00b7bea0731762ed
CUST_00000253,1.8,Android 14,True,4.6,5.7,67ee282de438d2ca5d0bc29a0b03fd1e
CUST_00000254,1.5,Android 14,False,6.0,3.1,24c9c3f1f36d3fb513a1558ddd9863c6
CUST_00000255,4.8,Android 12,False,0.5,6.1,14d147a98055953a470834821f2c434b
CUST_00000256,2.1,Android 14,False,1.5,2.1,c9131f0fe828bac19992b46d76ab4760
CUST_00000257,2.9,Android 13,False,0.2,5.1,738b2f15b90ea47ecfa3ad9ff47ae0d1
CUST_00000258,0.5,Android 13,False,0.4,1.1,94317fef1498d0b4bdce05daa407f8fe
CUST_00000259,0.8,Android 13,False,6.9,1.4,c7e0ce0481765ab115e41ff93d19ff7c
CUST_00000260,0.3,Android 14,False,6.4,1.6,861ee148afbd8695f1429716f1f356fb
CUST_00000261,0.4,Android 14,False,5.5,6.6,7cfc5ef85d7c16efe95cc3bb55a67925
CUST_00000262,4.1,Android 11,False,3.5,5.1,acd8c7a0452634608896914f74e3ab2d
CUST_00000263,3.5,Android 14,False,8.2,6.3,1db296ee8a331f5b53ad5d42d8de6f57
CUST_00000264,2.9,Android 13,False,0.9,3.9,42dd421d731f5f8c152df3f4cf2d9eea
CUST_00000265,1.3,Android 14,False,2.3,1.5,257da3d67e3b425f1808d380a29e3086
CUST_00000266,1.4,Android 14,False,6.6,1.7,8d9a18c4f355d6c94b1c2dac4d5090fc
CUST_00000267,1.3,Android 13,False,10.0,5.2,f30e524c2ad44094ae73a3dba3f7fd0a
CUST_00000268,1.3,Android 12,True,0.8,1.8,dd9cc0ae9aca1fdd008691ef813a6c0f
CUST_00000269,3.1,Android 14,False,7.3,3.5,e711f6abfabdb33c8655256426471c8c
CUST_00000270,1.1,Android 13,False,9.9,2.7,a3e36de967842d791d4764bbc7e27065
CUST_00000271,1.9,Android 11,False,7.3,4.3,013300f2584d85ef93ac2bd11c6c9123
CUST_00000272,2.8,Android 11,False,2.8,6.4,db1b45c1a28256918831c807a7a8c7d2
CUST_00000273,1.2,iOS 17,False,6.4,1.9,fe6626fb990ca7c9ee414687c69b443b
CUST_00000274,4.7,Android 14,False,1.9,5.2,aef47d26343859113ff9c9e52c9dee23
CUST_00000275,1.5,iOS 16,False,5.0,1.7,fd36dc91ee949e23b311186e503aac19
CUST_00000276,1.8,Android 11,False,3.7,3.4,3beffa7f249c8a33f73d16f5c65402bc
CUST_00000277,2.9,Android 14,False,2.7,3.0,d1307b559043943d9691068ca67fc7cb
CUST_00000278,0.8,Android 14,False,9.7,5.5,642e4fb3538d323e7c25f72b85d5ed64
CUST_00000279,0.3,Android 14,False,5.2,1.0,9b8de9c30964e4e6d9b8793d84c7245b
CUST_00000280,0.9,Android 11,False,6.2,3.3,0988646282d405be9ffdc1ea2df798ee
CUST_00000281,0.2,Android 14,False,7.4,1.6,c903489c257bfa0dee6416e269171477
CUST_00000282,4.9,Android 13,False,5.9,6.0,422b11fc7dc3eafd9c7a450299fc42e6
